1/26 10:4:55, 0.0 PSI
1/27 9:19:20, 8.6 PSI
1/27 9:19:23, 8.6 PSI
1/27 9:19:26, 8.5 PSI
1/27 9:19:29, 8.6 PSI
1/27 9:19:33, 8.6 PSI
1/27 9:19:36, 8.6 PSI
1/27 9:19:39, 8.5 PSI
1/27 9:19:42, 8.4 PSI
1/27 9:19:45, 8.4 PSI
1/27 9:19:48, 8.4 PSI
1/27 9:19:52, 8.4 PSI
1/27 9:19:55, 8.4 PSI
1/27 9:19:58, 8.4 PSI
1/27 9:20:1, 8.4 PSI
1/27 9:20:4, 8.3 PSI
1/27 9:20:8, 8.2 PSI
1/27 9:20:11, 8.1 PSI
1/27 9:20:14, 8.1 PSI
1/27 9:20:17, 8.1 PSI
1/27 9:20:20, 8.2 PSI
1/27 9:20:24, 8.3 PSI
1/27 9:20:27, 8.2 PSI
1/27 9:20:30, 8.2 PSI
1/27 9:20:33, 8.2 PSI
1/27 9:20:36, 8.2 PSI
1/27 9:20:40, 8.2 PSI
1/27 9:20:43, 8.2 PSI
1/27 9:20:46, 8.3 PSI
1/27 9:20:49, 8.2 PSI
1/27 9:20:52, 8.3 PSI
1/27 9:20:56, 8.3 PSI
1/27 9:20:59, 8.2 PSI
1/27 9:21:2, 8.2 PSI
1/27 9:21:5, 8.2 PSI
1/27 9:21:8, 8.2 PSI
1/27 9:21:12, 8.2 PSI
1/27 9:21:15, 8.1 PSI
1/27 9:21:18, 8.2 PSI
1/27 9:21:21, 8.2 PSI
1/27 9:21:24, 8.3 PSI
1/27 9:21:27, 8.3 PSI
1/27 9:21:31, 8.3 PSI
1/27 9:21:34, 8.4 PSI
1/27 9:21:37, 8.3 PSI
1/27 9:21:40, 8.4 PSI
1/27 9:21:43, 8.4 PSI
1/27 9:21:47, 8.3 PSI
1/27 9:21:50, 8.3 PSI
1/27 9:21:53, 8.2 PSI
1/27 9:21:56, 8.2 PSI
1/27 9:21:59, 8.4 PSI
1/27 9:22:3, 8.2 PSI
1/27 9:22:6, 8.1 PSI
1/27 9:22:9, 8.1 PSI
1/27 9:22:12, 8.2 PSI
1/27 9:22:15, 8.2 PSI
1/27 9:22:19, 8.2 PSI
1/27 9:22:22, 8.3 PSI
1/27 9:22:25, 8.2 PSI
1/27 9:22:28, 8.3 PSI
1/27 9:22:31, 8.2 PSI
1/27 9:22:35, 8.2 PSI
1/27 9:22:38, 8.2 PSI
1/27 9:22:41, 8.2 PSI
1/27 9:22:44, 8.2 PSI
1/27 9:22:47, 8.2 PSI
1/27 9:22:51, 8.2 PSI
1/27 9:22:54, 8.1 PSI
1/27 9:22:57, 8.1 PSI
1/27 9:23:0, 8.1 PSI
1/27 9:23:3, 8.1 PSI
1/27 9:23:6, 8.1 PSI
1/27 9:23:10, 8.1 PSI
1/27 9:23:13, 8.0 PSI
1/27 9:23:16, 7.9 PSI
1/27 9:23:19, 8.0 PSI
1/27 9:23:22, 7.9 PSI
1/27 9:23:26, 7.7 PSI
1/27 9:23:29, 8.0 PSI
1/27 9:23:32, 7.8 PSI
1/27 9:23:35, 7.9 PSI
1/27 9:23:38, 7.8 PSI
1/27 9:23:42, 7.8 PSI
1/27 9:23:45, 7.7 PSI
1/27 9:23:48, 7.6 PSI
1/27 9:23:51, 7.6 PSI
1/27 9:23:54, 7.6 PSI
1/27 9:23:58, 7.6 PSI
1/27 9:24:1, 7.6 PSI
1/27 9:24:4, 7.6 PSI
1/27 9:24:7, 7.6 PSI
1/27 9:24:10, 7.8 PSI
1/27 9:24:14, 7.6 PSI
1/27 9:24:17, 7.7 PSI
1/27 9:24:20, 7.7 PSI
1/27 9:24:23, 7.6 PSI
1/27 9:24:26, 7.5 PSI
1/27 9:24:30, 7.6 PSI
1/27 9:24:33, 7.5 PSI
1/27 9:24:36, 7.3 PSI
1/27 9:24:39, 7.3 PSI
1/27 9:24:42, 7.3 PSI
1/27 9:24:45, 7.3 PSI
1/27 9:24:49, 7.3 PSI
1/27 9:24:52, 7.2 PSI
1/27 9:24:55, 7.4 PSI
1/27 9:24:59, 7.4 PSI
1/27 9:25:2, 7.3 PSI
1/27 9:25:5, 7.3 PSI
1/27 9:25:8, 7.3 PSI
1/27 9:25:11, 7.3 PSI
1/27 9:25:15, 7.3 PSI
1/27 9:25:18, 7.3 PSI
1/27 9:25:21, 7.3 PSI
1/27 9:25:24, 7.3 PSI
1/27 9:25:27, 7.3 PSI
1/27 9:25:31, 7.3 PSI
1/27 9:25:34, 7.3 PSI
1/27 9:25:37, 7.3 PSI
1/27 9:25:40, 7.2 PSI
1/27 9:25:43, 7.2 PSI
1/27 9:25:47, 7.1 PSI
1/27 9:25:50, 7.1 PSI
1/27 9:25:53, 7.1 PSI
1/27 9:25:56, 7.1 PSI
1/27 9:25:59, 7.1 PSI
1/27 9:26:3, 7.1 PSI
1/27 9:26:6, 7.2 PSI
1/27 9:26:9, 7.1 PSI
1/27 9:26:12, 7.2 PSI
1/27 9:26:15, 7.2 PSI
1/27 9:26:19, 7.3 PSI
1/27 9:26:22, 7.3 PSI
1/27 9:26:25, 7.3 PSI
1/27 9:26:28, 7.3 PSI
1/27 9:26:31, 7.3 PSI
1/27 9:26:35, 7.3 PSI
1/27 9:26:38, 7.3 PSI
1/27 9:26:41, 7.3 PSI
1/27 9:26:44, 7.4 PSI
1/27 9:26:47, 7.4 PSI
1/27 9:26:51, 7.5 PSI
1/27 9:26:54, 7.5 PSI
1/27 9:26:57, 7.5 PSI
1/27 9:27:0, 7.5 PSI
1/27 9:27:3, 7.5 PSI
1/27 9:27:6, 7.4 PSI
1/27 9:27:10, 7.5 PSI
1/27 9:27:13, 7.4 PSI
1/27 9:27:16, 7.4 PSI
1/27 9:27:19, 7.4 PSI
1/27 9:27:22, 7.4 PSI
1/27 9:27:26, 7.3 PSI
1/27 9:27:29, 7.3 PSI
1/27 9:27:32, 7.3 PSI
1/27 9:27:35, 7.3 PSI
1/27 9:27:38, 7.3 PSI
1/27 9:27:42, 7.3 PSI
1/27 9:27:45, 7.3 PSI
1/27 9:27:48, 7.3 PSI
1/27 9:27:51, 7.3 PSI
1/27 9:27:54, 7.3 PSI
1/27 9:27:58, 7.6 PSI
1/27 9:28:1, 7.3 PSI
1/27 9:28:4, 7.2 PSI
1/27 9:28:7, 7.2 PSI
1/27 9:28:10, 7.2 PSI
1/27 9:28:14, 7.3 PSI
1/27 9:28:17, 7.3 PSI
1/27 9:28:20, 7.3 PSI
1/27 9:28:23, 7.3 PSI
1/27 9:28:26, 7.3 PSI
1/27 9:28:29, 7.3 PSI
1/27 9:28:33, 7.3 PSI
1/27 9:28:36, 7.3 PSI
1/27 9:28:39, 7.3 PSI
1/27 9:28:42, 7.3 PSI
1/27 9:28:45, 7.3 PSI
1/27 9:28:49, 7.3 PSI
1/27 9:28:52, 7.4 PSI
1/27 9:28:55, 7.4 PSI
1/27 9:28:58, 7.4 PSI
1/27 9:29:2, 7.4 PSI
1/27 9:29:5, 7.5 PSI
1/27 9:29:8, 7.5 PSI
1/27 9:29:11, 7.5 PSI
1/27 9:29:14, 7.5 PSI
1/27 9:29:17, 7.4 PSI
1/27 9:29:21, 7.4 PSI
1/27 9:29:24, 7.4 PSI
1/27 9:29:27, 7.4 PSI
1/27 9:29:30, 7.4 PSI
1/27 9:29:33, 7.3 PSI
1/27 9:29:37, 7.3 PSI
1/27 9:29:40, 7.4 PSI
1/27 9:29:43, 7.4 PSI
1/27 9:29:46, 7.3 PSI
1/27 9:29:49, 7.3 PSI
1/27 9:29:53, 7.3 PSI
1/27 9:29:56, 7.1 PSI
1/27 9:29:59, 7.0 PSI
1/27 9:30:2, 7.0 PSI
1/27 9:30:5, 6.9 PSI
1/27 9:30:9, 7.0 PSI
1/27 9:30:12, 7.0 PSI
1/27 9:30:15, 7.0 PSI
1/27 9:30:18, 7.0 PSI
1/27 9:30:21, 7.0 PSI
1/27 9:30:25, 7.0 PSI
1/27 9:30:28, 7.0 PSI
1/27 9:30:31, 7.0 PSI
1/27 9:30:34, 7.0 PSI
1/27 9:30:37, 7.0 PSI
1/27 9:30:40, 7.0 PSI
1/27 9:30:44, 7.0 PSI
1/27 9:30:47, 7.0 PSI
1/27 9:30:50, 7.0 PSI
1/27 9:30:53, 7.0 PSI
1/27 9:30:56, 7.0 PSI
1/27 9:31:0, 7.0 PSI
1/27 9:31:3, 7.0 PSI
1/27 9:31:6, 7.0 PSI
1/27 9:31:9, 7.0 PSI
1/27 9:31:12, 6.9 PSI
1/27 9:31:16, 6.8 PSI
1/27 9:31:19, 7.3 PSI
1/27 9:31:22, 6.9 PSI
1/27 9:31:25, 6.8 PSI
1/27 9:31:28, 6.8 PSI
1/27 9:31:32, 6.8 PSI
1/27 9:31:35, 6.8 PSI
1/27 9:31:38, 6.8 PSI
1/27 9:31:41, 6.8 PSI
1/27 9:31:44, 6.8 PSI
1/27 9:31:48, 6.8 PSI
1/27 9:31:51, 6.7 PSI
1/27 9:31:54, 6.7 PSI
1/27 9:31:57, 6.6 PSI
1/27 9:32:0, 6.6 PSI
1/27 9:32:4, 6.5 PSI
1/27 9:32:7, 6.4 PSI
1/27 9:32:10, 6.4 PSI
1/27 9:32:13, 6.4 PSI
1/27 9:32:17, 6.4 PSI
1/27 9:32:20, 6.4 PSI
1/27 9:32:23, 6.4 PSI
1/27 9:32:26, 6.4 PSI
1/27 9:32:29, 6.4 PSI
1/27 9:32:33, 6.3 PSI
1/27 9:32:36, 6.3 PSI
1/27 9:32:39, 6.7 PSI
1/27 9:32:42, 6.4 PSI
1/27 9:32:45, 6.4 PSI
1/27 9:32:49, 6.4 PSI
1/27 9:32:52, 6.3 PSI
1/27 9:32:55, 6.3 PSI
1/27 9:32:58, 6.3 PSI
1/27 9:33:1, 6.2 PSI
1/27 9:33:5, 6.1 PSI
1/27 9:33:8, 6.1 PSI
1/27 9:33:11, 6.1 PSI
1/27 9:33:14, 6.0 PSI
1/27 9:33:17, 5.9 PSI
1/27 9:33:21, 5.9 PSI
1/27 9:33:24, 5.9 PSI
1/27 9:33:27, 5.8 PSI
1/27 9:33:30, 5.8 PSI
1/27 9:33:33, 5.8 PSI
1/27 9:33:36, 5.8 PSI
1/27 9:33:40, 5.8 PSI
1/27 9:33:43, 5.8 PSI
1/27 9:33:46, 5.7 PSI
1/27 9:33:49, 5.6 PSI
1/27 9:33:52, 5.5 PSI
1/27 9:33:56, 5.5 PSI
1/27 9:33:59, 5.4 PSI
1/27 9:34:2, 5.4 PSI
1/27 9:34:5, 5.3 PSI
1/27 9:34:8, 5.3 PSI
1/27 9:34:12, 5.3 PSI
1/27 9:34:15, 5.3 PSI
1/27 9:34:18, 5.2 PSI
1/27 9:34:21, 5.2 PSI
1/27 9:34:24, 5.1 PSI
1/27 9:34:28, 5.1 PSI
1/27 9:34:31, 5.0 PSI
1/27 9:34:34, 5.0 PSI
1/27 9:34:37, 5.0 PSI
1/27 9:34:40, 4.8 PSI
1/27 9:34:44, 4.8 PSI
1/27 9:34:47, 4.7 PSI
1/27 9:34:50, 4.7 PSI
1/27 9:34:53, 4.7 PSI
1/27 9:34:56, 4.7 PSI
1/27 9:34:59, 4.7 PSI
1/27 9:35:3, 4.7 PSI
1/27 9:35:6, 4.7 PSI
1/27 9:35:9, 4.7 PSI
1/27 9:35:12, 4.7 PSI
1/27 9:35:15, 4.7 PSI
1/27 9:35:19, 4.6 PSI
1/27 9:35:22, 4.7 PSI
1/27 9:35:25, 4.7 PSI
1/27 9:35:28, 4.7 PSI
1/27 9:35:31, 4.7 PSI
1/27 9:35:35, 4.7 PSI
1/27 9:35:38, 4.7 PSI
1/27 9:35:41, 4.7 PSI
1/27 9:35:44, 4.7 PSI
1/27 9:35:47, 4.7 PSI
1/27 9:35:51, 4.7 PSI
1/27 9:35:54, 4.6 PSI
1/27 9:35:57, 4.6 PSI
1/27 9:36:0, 4.6 PSI
1/27 9:36:3, 4.6 PSI
1/27 9:36:6, 4.5 PSI
1/27 9:36:10, 4.5 PSI
1/27 9:36:13, 4.4 PSI
1/27 9:36:16, 4.4 PSI
1/27 9:36:19, 4.4 PSI
1/27 9:36:22, 4.4 PSI
1/27 9:36:26, 4.4 PSI
1/27 9:36:29, 4.4 PSI
1/27 9:36:32, 4.3 PSI
1/27 9:36:35, 4.4 PSI
1/27 9:36:38, 4.3 PSI
1/27 9:36:42, 4.3 PSI
1/27 9:36:45, 4.3 PSI
1/27 9:36:48, 4.3 PSI
1/27 9:36:51, 4.2 PSI
1/27 9:36:54, 4.2 PSI
1/27 9:36:58, 4.3 PSI
1/27 9:37:1, 4.3 PSI
1/27 9:37:4, 4.3 PSI
1/27 9:37:7, 4.3 PSI
1/27 9:37:10, 4.3 PSI
1/27 9:37:14, 4.3 PSI
1/27 9:37:17, 4.3 PSI
1/27 9:37:20, 4.2 PSI
1/27 9:37:23, 4.2 PSI
1/27 9:37:26, 4.2 PSI
1/27 9:37:29, 4.2 PSI
1/27 9:37:33, 4.2 PSI
1/27 9:37:36, 4.1 PSI
1/27 9:37:39, 4.1 PSI
1/27 9:37:42, 4.1 PSI
1/27 9:37:45, 3.9 PSI
1/27 9:37:49, 3.9 PSI
1/27 9:37:52, 3.9 PSI
1/27 9:37:55, 3.9 PSI
1/27 9:37:58, 3.9 PSI
1/27 9:38:1, 3.8 PSI
1/27 9:38:5, 3.8 PSI
1/27 9:38:8, 3.7 PSI
1/27 9:38:11, 3.7 PSI
1/27 9:38:14, 3.6 PSI
1/27 9:38:17, 3.6 PSI
1/27 9:38:21, 3.6 PSI
1/27 9:38:24, 3.5 PSI
1/27 9:38:27, 3.5 PSI
1/27 9:38:30, 3.4 PSI
1/27 9:38:33, 3.3 PSI
1/27 9:38:37, 3.3 PSI
1/27 9:38:40, 3.3 PSI
1/27 9:38:43, 3.3 PSI
1/27 9:38:46, 3.3 PSI
1/27 9:38:49, 3.3 PSI
1/27 9:38:52, 3.3 PSI
1/27 9:38:56, 3.2 PSI
1/27 9:38:59, 3.2 PSI
1/27 9:39:2, 3.2 PSI
1/27 9:39:5, 3.2 PSI
1/27 9:39:9, 3.2 PSI
1/27 9:39:12, 3.2 PSI
1/27 9:39:15, 3.2 PSI
1/27 9:39:18, 3.2 PSI
1/27 9:39:22, 3.3 PSI
1/27 9:39:25, 3.2 PSI
1/27 9:39:28, 3.1 PSI
1/27 9:39:31, 3.1 PSI
1/27 9:39:34, 3.1 PSI
1/27 9:39:38, 3.1 PSI
1/27 9:39:41, 3.1 PSI
1/27 9:39:44, 3.0 PSI
1/27 9:39:47, 3.0 PSI
1/27 9:39:50, 3.1 PSI
1/27 9:39:54, 3.1 PSI
1/27 9:39:57, 3.0 PSI
1/27 9:40:0, 3.0 PSI
1/27 9:40:3, 3.0 PSI
1/27 9:40:6, 3.0 PSI
1/27 9:40:10, 2.9 PSI
1/27 9:40:13, 2.8 PSI
1/27 9:40:16, 2.7 PSI
1/27 9:40:19, 2.7 PSI
1/27 9:40:22, 2.7 PSI
1/27 9:40:26, 2.7 PSI
1/27 9:40:29, 2.7 PSI
1/27 9:40:32, 2.8 PSI
1/27 9:40:35, 2.8 PSI
1/27 9:40:38, 2.8 PSI
1/27 9:40:41, 2.8 PSI
1/27 9:40:45, 2.8 PSI
1/27 9:40:48, 2.8 PSI
1/27 9:40:51, 2.8 PSI
1/27 9:40:54, 2.7 PSI
1/27 9:40:57, 2.7 PSI
1/27 9:41:1, 2.7 PSI
1/27 9:41:4, 2.7 PSI
1/27 9:41:7, 2.7 PSI
1/27 9:41:10, 2.7 PSI
1/27 9:41:13, 2.6 PSI
1/27 9:41:17, 2.6 PSI
1/27 9:41:20, 2.7 PSI
1/27 9:41:23, 2.6 PSI
1/27 9:41:26, 2.6 PSI
1/27 9:41:29, 2.6 PSI
1/27 9:41:33, 2.6 PSI
1/27 9:41:36, 2.5 PSI
1/27 9:41:39, 2.5 PSI
1/27 9:41:42, 2.5 PSI
1/27 9:41:45, 2.5 PSI
1/27 9:41:49, 2.5 PSI
1/27 9:41:52, 2.4 PSI
1/27 9:41:55, 2.5 PSI
1/27 9:41:58, 2.4 PSI
1/27 9:42:1, 2.4 PSI
1/27 9:42:5, 2.4 PSI
1/27 9:42:8, 2.4 PSI
1/27 9:42:11, 2.4 PSI
1/27 9:42:14, 2.4 PSI
1/27 9:42:17, 2.5 PSI
1/27 9:42:20, 2.5 PSI
1/27 9:42:24, 2.4 PSI
1/27 9:42:27, 2.4 PSI
1/27 9:42:30, 2.4 PSI
1/27 9:42:33, 2.3 PSI
1/27 9:42:36, 2.4 PSI
1/27 9:42:40, 2.3 PSI
1/27 9:42:43, 2.3 PSI
1/27 9:42:46, 2.3 PSI
1/27 9:42:49, 2.3 PSI
1/27 9:42:52, 2.4 PSI
1/27 9:42:56, 2.3 PSI
1/27 9:42:59, 2.3 PSI
1/27 9:43:2, 2.2 PSI
1/27 9:43:5, 2.2 PSI
1/27 9:43:8, 2.3 PSI
1/27 9:43:12, 2.3 PSI
1/27 9:43:15, 2.2 PSI
1/27 9:43:18, 2.2 PSI
1/27 9:43:21, 2.2 PSI
1/27 9:43:24, 2.2 PSI
1/27 9:43:28, 2.2 PSI
1/27 9:43:31, 2.2 PSI
1/27 9:43:34, 2.2 PSI
1/27 9:43:37, 2.1 PSI
1/27 9:43:40, 2.1 PSI
1/27 9:43:44, 2.0 PSI
1/27 9:43:47, 2.0 PSI
1/27 9:43:50, 1.9 PSI
1/27 9:43:53, 1.9 PSI
1/27 9:43:56, 1.9 PSI
1/27 9:44:0, 1.9 PSI
1/27 9:44:3, 1.9 PSI
1/27 9:44:6, 1.8 PSI
1/27 9:44:9, 1.8 PSI
1/27 9:44:12, 1.7 PSI
1/27 9:44:15, 1.7 PSI
1/27 9:44:19, 1.7 PSI
1/27 9:44:22, 1.6 PSI
1/27 9:44:25, 1.6 PSI
1/27 9:44:28, 1.6 PSI
1/27 9:44:31, 1.6 PSI
1/27 9:44:35, 1.6 PSI
1/27 9:44:38, 1.6 PSI
1/27 9:44:41, 1.5 PSI
1/27 9:44:44, 1.5 PSI
1/27 9:44:47, 1.5 PSI
1/27 9:44:51, 1.5 PSI
1/27 9:44:54, 1.4 PSI
1/27 9:44:57, 1.4 PSI
1/27 9:45:0, 1.4 PSI
1/27 9:45:3, 1.3 PSI
1/27 9:45:7, 1.3 PSI
1/27 9:45:10, 1.3 PSI
1/27 9:45:13, 1.3 PSI
1/27 9:45:16, 1.3 PSI
1/27 9:45:19, 1.2 PSI
1/27 9:45:23, 1.2 PSI
1/27 9:45:26, 1.2 PSI
1/27 9:45:29, 1.1 PSI
1/27 9:45:32, 1.1 PSI
1/27 9:45:35, 1.0 PSI
1/27 9:45:39, 1.0 PSI
1/27 9:45:42, 1.0 PSI
1/27 9:45:45, 1.0 PSI
1/27 9:45:48, 1.0 PSI
1/27 9:45:51, 1.0 PSI
1/27 9:45:55, 0.9 PSI
1/27 9:45:58, 0.9 PSI
1/27 9:46:1, 0.9 PSI
1/27 9:46:4, 0.9 PSI
1/27 9:46:7, 0.8 PSI
1/27 9:46:11, 0.9 PSI
1/27 9:46:14, 0.9 PSI
1/27 9:46:17, 0.8 PSI
1/27 9:46:20, 0.8 PSI
1/27 9:46:24, 0.8 PSI
1/27 9:46:27, 0.9 PSI
1/27 9:46:30, 0.8 PSI
1/27 9:46:33, 0.8 PSI
1/27 9:46:36, 0.8 PSI
1/27 9:46:40, 0.8 PSI
1/27 9:46:43, 0.7 PSI
1/27 9:46:46, 0.7 PSI
1/27 9:46:49, 0.7 PSI
1/27 9:46:52, 0.6 PSI
1/27 9:46:56, 0.6 PSI
1/27 9:46:59, 0.5 PSI
1/27 9:47:2, 0.5 PSI
1/27 9:47:5, 0.5 PSI
1/27 9:47:8, 0.5 PSI
1/27 9:47:12, 0.4 PSI
1/27 9:47:15, 0.4 PSI
1/27 9:47:18, 0.4 PSI
1/27 9:47:21, 0.3 PSI
1/27 9:47:24, 0.3 PSI
1/27 9:47:27, 0.3 PSI
1/27 9:47:31, 0.3 PSI
1/27 9:47:34, 0.2 PSI
1/27 9:47:37, 0.2 PSI
1/27 9:47:40, 0.2 PSI
1/27 9:47:43, 0.2 PSI
1/27 9:47:47, 0.2 PSI
1/27 9:47:50, 0.2 PSI
1/27 9:47:53, 0.2 PSI
1/27 9:47:56, 0.2 PSI
1/27 9:47:59, 0.1 PSI
1/27 9:48:3, 0.1 PSI
1/27 9:48:6, 0.0 PSI
1/27 9:48:9, 0.0 PSI
1/27 9:48:12, 0.0 PSI
1/27 9:48:15, 0.0 PSI
1/27 9:48:19, 0.0 PSI
1/27 9:48:22, 0.0 PSI
1/27 9:48:25, 0.0 PSI
1/27 9:48:28, 0.0 PSI
1/27 9:48:31, 0.0 PSI
1/27 9:48:34, 0.0 PSI
1/27 9:48:38, 0.0 PSI
1/27 9:48:41, 0.0 PSI
1/27 9:48:44, 0.0 PSI
1/27 9:48:47, 0.0 PSI
1/27 9:48:50, 0.0 PSI
1/27 9:48:54, 0.0 PSI
1/27 9:48:57, 0.0 PSI
1/27 9:49:0, 0.0 PSI
1/27 9:49:3, 0.0 PSI
1/27 9:49:6, 0.0 PSI
1/27 9:49:10, 0.0 PSI
1/27 9:49:13, 0.0 PSI
1/27 9:49:16, 0.0 PSI
1/27 9:49:19, 0.0 PSI
1/27 9:49:22, 0.0 PSI
1/27 9:49:26, 0.0 PSI
1/27 9:49:29, 0.0 PSI
1/27 9:49:32, 0.0 PSI
1/27 9:49:35, 0.0 PSI
1/27 9:49:38, 0.0 PSI
1/27 9:49:42, 0.0 PSI
1/27 9:49:45, 0.0 PSI
1/27 9:49:48, 0.0 PSI
1/27 9:49:51, 0.0 PSI
1/27 9:49:54, 0.0 PSI
1/27 9:49:58, 0.0 PSI
1/27 9:50:1, 0.0 PSI
1/27 9:50:4, 0.0 PSI
1/27 9:50:7, 0.0 PSI
1/27 9:50:10, 0.0 PSI
1/27 9:50:14, 0.0 PSI
1/27 9:50:17, 0.0 PSI
1/27 9:50:20, 0.0 PSI
1/27 9:50:23, 0.0 PSI
1/27 9:50:26, 0.0 PSI
1/27 9:50:29, 0.0 PSI
1/27 9:50:33, 0.0 PSI
1/27 9:50:36, 0.0 PSI
1/27 9:50:39, 0.0 PSI
1/27 9:50:42, 0.0 PSI
1/27 9:50:45, 0.0 PSI
1/27 9:50:49, 0.0 PSI
1/27 9:50:52, 0.0 PSI
1/27 9:50:55, 0.0 PSI
1/27 9:50:58, 0.0 PSI
1/27 9:51:1, 0.0 PSI
1/27 9:51:5, 0.0 PSI
1/27 9:51:8, 0.0 PSI
1/27 9:51:11, 0.0 PSI
1/27 9:51:14, 0.0 PSI
1/27 9:51:17, 0.0 PSI
1/27 9:51:21, 0.1 PSI
1/27 9:51:24, 0.1 PSI
1/27 9:51:27, 0.0 PSI
1/27 9:51:30, 0.1 PSI
1/27 9:51:33, 0.1 PSI
1/27 9:51:36, 0.2 PSI
1/27 9:51:40, 0.2 PSI
1/27 9:51:43, 0.2 PSI
1/27 9:51:46, 0.2 PSI
1/27 9:51:49, 0.2 PSI
1/27 9:51:52, 0.3 PSI
1/27 9:51:56, 0.3 PSI
1/27 9:51:59, 0.4 PSI
1/27 9:52:2, 0.5 PSI
1/27 9:52:5, 0.5 PSI
1/27 9:52:9, 0.5 PSI
1/27 9:52:12, 0.6 PSI
1/27 9:52:15, 0.7 PSI
1/27 9:52:18, 0.7 PSI
1/27 9:52:21, 0.7 PSI
1/27 9:52:25, 0.8 PSI
1/27 9:52:28, 0.8 PSI
1/27 9:52:31, 0.8 PSI
1/27 9:52:34, 0.8 PSI
1/27 9:52:37, 0.8 PSI
1/27 9:52:40, 0.9 PSI
1/27 9:52:44, 0.9 PSI
1/27 9:52:47, 0.9 PSI
1/27 9:52:50, 1.0 PSI
1/27 9:52:53, 1.0 PSI
1/27 9:52:56, 1.0 PSI
1/27 9:53:0, 0.9 PSI
1/27 9:53:3, 1.0 PSI
1/27 9:53:6, 1.0 PSI
1/27 9:53:9, 1.0 PSI
1/27 9:53:12, 1.0 PSI
1/27 9:53:16, 1.0 PSI
1/27 9:53:19, 1.0 PSI
1/27 9:53:22, 1.0 PSI
1/27 9:53:25, 1.1 PSI
1/27 9:53:28, 1.2 PSI
1/27 9:53:32, 1.2 PSI
1/27 9:53:35, 1.1 PSI
1/27 9:53:38, 1.1 PSI
1/27 9:53:41, 1.2 PSI
1/27 9:53:45, 1.1 PSI
1/27 9:53:48, 1.1 PSI
1/27 9:53:51, 1.1 PSI
1/27 9:53:54, 1.1 PSI
1/27 9:53:57, 1.1 PSI
1/27 9:54:1, 1.2 PSI
1/27 9:54:4, 1.2 PSI
1/27 9:54:7, 1.2 PSI
1/27 9:54:10, 1.3 PSI
1/27 9:54:13, 1.2 PSI
1/27 9:54:17, 1.3 PSI
1/27 9:54:20, 1.3 PSI
1/27 9:54:23, 1.4 PSI
1/27 9:54:26, 1.3 PSI
1/27 9:54:29, 1.3 PSI
1/27 9:54:33, 1.3 PSI
1/27 9:54:36, 1.4 PSI
1/27 9:54:39, 1.3 PSI
1/27 9:54:42, 1.4 PSI
1/27 9:54:45, 1.3 PSI
1/27 9:54:49, 1.3 PSI
1/27 9:54:52, 1.4 PSI
1/27 9:54:55, 1.4 PSI
1/27 9:54:58, 1.3 PSI
1/27 9:55:1, 1.3 PSI
1/27 9:55:5, 1.3 PSI
1/27 9:55:8, 1.3 PSI
1/27 9:55:11, 1.3 PSI
1/27 9:55:14, 1.3 PSI
1/27 9:55:17, 1.3 PSI
1/27 9:55:20, 1.3 PSI
1/27 9:55:24, 1.3 PSI
1/27 9:55:27, 1.3 PSI
1/27 9:55:30, 1.3 PSI
1/27 9:55:33, 1.3 PSI
1/27 9:55:36, 1.4 PSI
1/27 9:55:40, 1.4 PSI
1/27 9:55:43, 1.4 PSI
1/27 9:55:46, 1.4 PSI
1/27 9:55:49, 1.4 PSI
1/27 9:55:52, 1.4 PSI
1/27 9:55:56, 1.4 PSI
1/27 9:55:59, 1.4 PSI
1/27 9:56:2, 1.4 PSI
1/27 9:56:5, 1.4 PSI
1/27 9:56:8, 1.5 PSI
1/27 9:56:12, 1.6 PSI
1/27 9:56:15, 1.5 PSI
1/27 9:56:18, 1.5 PSI
1/27 9:56:21, 1.6 PSI
1/27 9:56:24, 1.6 PSI
1/27 9:56:28, 1.6 PSI
1/27 9:56:31, 1.6 PSI
1/27 9:56:34, 1.6 PSI
1/27 9:56:37, 1.6 PSI
1/27 9:56:40, 1.6 PSI
1/27 9:56:44, 1.6 PSI
1/27 9:56:47, 1.6 PSI
1/27 9:56:50, 1.6 PSI
1/27 9:56:53, 1.8 PSI
1/27 9:56:56, 1.7 PSI
1/27 9:57:0, 1.7 PSI
1/27 9:57:3, 1.7 PSI
1/27 9:57:6, 1.7 PSI
1/27 9:57:9, 1.7 PSI
1/27 9:57:12, 1.7 PSI
1/27 9:57:16, 1.7 PSI
1/27 9:57:19, 1.8 PSI
1/27 9:57:22, 1.8 PSI
1/27 9:57:25, 1.8 PSI
1/27 9:57:28, 1.8 PSI
1/27 9:57:31, 1.8 PSI
1/27 9:57:35, 1.8 PSI
1/27 9:57:38, 1.8 PSI
1/27 9:57:41, 1.9 PSI
1/27 9:57:44, 1.9 PSI
1/27 9:57:47, 1.9 PSI
1/27 9:57:51, 1.8 PSI
1/27 9:57:54, 1.9 PSI
1/27 9:57:57, 1.9 PSI
1/27 9:58:0, 1.9 PSI
1/27 9:58:3, 1.9 PSI
1/27 9:58:7, 1.9 PSI
1/27 9:58:10, 1.9 PSI
1/27 9:58:13, 1.9 PSI
1/27 9:58:16, 1.9 PSI
1/27 9:58:19, 1.9 PSI
1/27 9:58:23, 1.9 PSI
1/27 9:58:26, 1.9 PSI
